#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_476	2603	8	N	N	1	*	*,476,*
contig_219	2591	4	N	N	1	*	*,219,*
contig_276	2591	12	N	N	2	*	*,276,*
contig_337	2590	10	N	N	1	*	*,337,*
contig_205	2587	4	N	N	1	*	*,205,*
contig_348	2587	11	N	N	1	*	*,348,*
contig_512	2587	5	N	N	1	*	*,512,*
contig_327	2582	9	N	N	1	*	*,327,*
contig_378	2577	6	N	N	1	*	*,378,*
contig_172	2575	6	N	N	1	*	*,172,*
contig_343	2575	6	N	N	1	*	*,343,*
contig_162	2567	9	N	N	1	*	*,162,*
contig_701	2567	8	N	N	1	*	*,701,*
contig_30	2566	39	N	N	2	*	*,30,*
contig_225	2563	6	N	N	1	*	*,225,*
contig_275	2563	4	N	N	1	*	*,275,*
contig_294	2560	11	N	N	1	*	*,294,*
contig_299	2558	677	N	N	2	*	*,299,*
contig_513	2557	11	N	N	1	*	*,513,*
contig_50	2556	7	N	N	1	*	*,50,*
contig_694	2556	14	N	N	3	*	*,694,*
contig_621	2551	11	N	N	1	*	*,621,*
contig_386	2550	9	N	N	2	*	*,386,*
contig_699	2548	7	N	N	1	*	*,699,*
contig_678	2546	10	N	N	1	*	*,678,*
contig_468	2541	4	N	N	1	*	*,468,*
contig_270	2535	7	N	N	1	*	*,270,*
contig_2	2534	601	N	Y	1	36	2
contig_167	2525	4	N	N	1	*	*,167,*
contig_710	2524	9	N	N	1	*	*,710,*
contig_38	2518	7	N	N	1	*	*,38,*
contig_239	2517	6	N	N	1	*	*,239,*
contig_116	2509	12	N	N	2	*	*,116,*
contig_257	2508	9	N	N	1	*	*,257,*
contig_160	2502	13	N	N	2	*	*,160,*
contig_591	2502	7	N	N	1	*	*,591,*
contig_120	2500	9	N	N	2	*	*,120,*
contig_236	2500	8	N	N	1	*	*,236,*
contig_597	2493	7	N	N	1	*	*,597,*
contig_314	2492	9	N	N	1	*	*,314,*
contig_55	2492	11	N	N	1	*	*,55,*
contig_698	2492	5	N	N	1	*	*,698,*
contig_284	2487	11	N	N	2	*	*,284,*
contig_41	2486	6	N	N	1	*	*,41,*
contig_715	2484	16	N	N	2	*	*,715,*
contig_132	2466	4	N	N	1	*	*,132,*
contig_330	2463	8	N	N	1	*	*,330,*
contig_153	2462	8	N	N	1	*	*,153,*
contig_44	2460	20	N	N	5	*	*,44,*
contig_141	2458	8	N	N	2	*	*,141,*
contig_328	2453	4	N	N	1	*	*,328,*
contig_121	2451	20	N	N	2	*	*,121,*
contig_169	2447	3	N	N	1	*	*,169,*
contig_242	2442	8	N	N	1	*	*,242,*
contig_448	2442	9	N	N	1	*	*,448,*
contig_306	2438	14	N	N	3	*	*,306,*
contig_358	2438	5	N	N	1	*	*,358,*
contig_450	2436	12	N	N	2	*	*,450,*
contig_133	2433	16	N	N	2	*	*,133,*
contig_744	2425	14	N	N	1	*	*,744,*
contig_389	2421	9	N	N	1	*	*,389,*
contig_106	2420	20	N	N	2	*	*,106,*
contig_303	2416	5	N	N	1	*	*,303,*
contig_390	2414	4	N	N	1	*	*,390,*
contig_161	2413	5	N	N	1	*	*,161,*
contig_582	2407	6	N	N	1	*	*,582,*
contig_549	2406	16	N	N	2	*	*,549,*
contig_138	2403	10	N	N	2	*	*,138,*
contig_182	2402	5	N	N	1	*	*,182,*
contig_281	2400	3	N	N	1	*	*,281,*
contig_536	2395	11	N	N	1	*	*,536,*
contig_700	2389	11	N	N	1	*	*,700,*
contig_486	2383	9	N	N	1	*	*,486,*
contig_295	2377	7	N	N	1	*	*,295,*
contig_556	2373	5	N	N	1	*	*,556,*
contig_713	2373	8	N	N	2	*	*,713,*
contig_467	2365	20	N	Y	1	66	*,467,*
contig_277	2362	9	N	N	2	*	*,277,*
contig_510	2360	7	N	N	1	*	*,510,*
contig_89	2359	4	N	N	1	*	*,89,*
contig_188	2355	10	N	N	2	*	*,188,*
contig_558	2355	10	N	N	2	*	*,558,*
contig_354	2351	6	N	N	1	*	*,354,*
contig_127	2345	8	N	N	2	*	*,127,*
contig_220	2344	17	N	N	1	*	*,220,*
contig_691	2344	7	N	N	1	*	*,691,*
contig_128	2338	6	N	N	1	*	*,128,*
contig_693	2337	7	N	N	1	*	*,693,*
contig_664	2335	7	N	N	1	*	*,664,*
contig_184	2331	4	N	N	1	*	*,184,*
contig_371	2331	8	N	N	2	*	*,371,*
contig_64	2329	6	N	N	1	*	*,64,*
contig_269	2328	4	N	N	1	*	*,269,*
contig_77	2327	7	N	N	1	*	*,77,*
contig_351	2325	5	N	N	1	*	*,351,*
contig_527	2324	10	N	N	2	*	*,527,*
contig_480	2320	9	N	N	2	*	*,480,*
contig_248	2315	7	N	N	1	*	*,248,*
contig_32	2314	6	N	N	1	*	*,32,*
contig_87	2314	8	N	N	2	*	*,87,*
contig_635	2311	8	N	N	2	*	*,635,*
contig_383	2310	6	N	N	1	*	*,383,*
contig_256	2305	7	N	N	1	*	*,256,*
contig_286	2305	17	N	N	3	*	*,286,*
contig_542	2305	6	N	N	1	*	*,542,*
contig_155	2302	9	N	N	2	*	*,155,*
contig_309	2295	7	N	N	1	*	*,309,*
contig_82	2295	20	N	N	5	*	*,82,*
contig_612	2294	18	N	N	2	*	*,612,*
contig_652	2287	9	N	N	1	*	*,652,*
contig_175	2286	4	N	N	1	*	*,175,*
contig_329	2285	5	N	N	1	*	*,329,*
contig_140	2279	5	N	N	1	*	*,140,*
contig_310	2277	9	N	N	2	*	*,310,*
contig_439	2276	10	N	N	2	*	*,439,*
contig_364	2271	9	N	N	1	*	*,364,*
contig_230	2270	4	N	N	1	*	*,230,*
contig_490	2270	10	N	N	2	*	*,490,*
contig_395	2269	21	N	Y	1	62	*,395
contig_377	2267	7	N	N	1	*	*,377,*
contig_154	2263	3	N	N	1	*	*,154,*
contig_663	2261	8	N	N	1	*	*,663,*
contig_687	2261	6	N	N	1	*	*,687,*
contig_598	2260	20	N	N	2	*	*,598,*
contig_258	2258	8	N	N	1	*	*,258,*
contig_643	2256	11	N	N	2	*	*,643,*
contig_197	2255	9	N	N	2	*	*,197,*
contig_320	2254	9	N	N	1	*	*,320,*
contig_186	2250	8	N	N	2	*	*,186,*
contig_340	2250	10	N	N	2	*	*,340,*
contig_234	2246	3	N	N	1	*	*,234,*
contig_145	2244	5	N	N	1	*	*,145,*
contig_264	2242	9	N	N	1	*	*,264,*
contig_595	2240	11	N	N	2	*	*,595,*
contig_273	2238	8	N	N	2	*	*,273,*
contig_344	2238	6	N	N	1	*	*,344,*
contig_519	2237	7	N	N	1	*	*,519,*
contig_290	2232	19	N	N	2	*	*,290,*
contig_614	2228	13	N	N	2	*	*,614,*
contig_674	2228	3	N	N	1	*	*,674,*
contig_414	2227	12	N	N	1	*	*,414,*
contig_180	2226	5	N	N	1	*	*,180,*
contig_202	2226	6	N	N	1	*	*,202,*
contig_711	2223	3	N	N	1	*	*,711,*
contig_478	2222	9	N	N	2	*	*,478,*
contig_174	2219	9	N	N	1	*	*,174,*
contig_672	2219	8	N	N	2	*	*,672,*
contig_231	2211	10	N	N	1	*	*,231,*
contig_617	2209	9	N	N	2	*	*,617,*
contig_601	2207	9	N	N	2	*	*,601,*
contig_357	2195	7	N	N	1	*	*,357,*
contig_445	2195	7	N	N	1	*	*,445,*
contig_460	1870	17	N	N	1	*	*,460,*
contig_352	1835	48	N	Y	1	54	*,352,*
contig_245	1814	26	N	N	2	*	*,245,*
contig_399	1796	13	N	N	1	*	*,399,*
contig_350	1661	9	N	N	2	*	*,350,*
contig_417	1627	10	N	N	2	*	*,417,*
contig_464	1620	20	N	Y	1	64	*,464,*
contig_229	1589	7	N	N	1	*	*,229,*
contig_506	1563	12	N	N	3	*	*,506,*
contig_233	1362	8	N	N	1	*	*,233,*
contig_577	1328	22	N	N	1	*	*,577,*
contig_53	1291	6	N	N	1	*	*,53,*
contig_461	1251	20	Y	Y	1	44	461
contig_446	1230	130	N	N	2	*	446
contig_338	1219	4	N	N	1	*	*,338,*
contig_360	1116	7	Y	Y	1	14	360
contig_9	1072	79	Y	Y	1	38	9
contig_578	1053	11	N	N	2	*	*,578,*
contig_444	1018	15	N	N	3	*	*,444,*
contig_397	1005	20	N	Y	2	62	397
contig_8	971	26	N	N	1	*	*,8,*
contig_458	945	20	N	N	2	*	*,458,*
contig_13	825	20	Y	Y	1	42	13
contig_406	732	31	N	Y	1	52	406
contig_407	714	20	N	Y	1	52	407
contig_5	681	20	Y	Y	1	34	5
contig_416	603	14	N	N	1	*	*,416,*
contig_6	564	20	Y	Y	1	*	6
contig_11	561	20	Y	Y	1	40	11
contig_7	561	20	N	N	1	*	*,7,*
contig_1	504	132	N	Y	1	36	1
