sample	bin	completeness_checkm2	contamination_checkm2	genome_size	contig_n50	is_circular	n_contigs	bakta_trna_all	bakta_trna_uniq	bakta_16s	bakta_23s	bakta_5s	bakta_16s_len	bakta_23s_len	bakta_5s_len	barrnap_16s	barrnap_23s	barrnap_5s	barrnap_16s_len	barrnap_23s_len	barrnap_5s_len	custom_trna_uniq	ssu_16s_len	ssu_23s_len	ssu_5s_len	operon	mimag	sample_barcode	classification	domain	phylum	class	order	family	genus	species	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings	batch_id
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.27	99.92	0.63	3415508	409383	FALSE	13	50	21	1	1	1	1159	2872	114	1	1	1	1158	2865	109	22	1159	2872	114	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes onderdonkii	GCF_025145285.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	97.57	0.823	GCF_025145285.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	97.57	0.823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000265365.1, s__Alistipes finegoldii, 95.0, 85.49, 0.378; GCF_902388705.1, s__Alistipes sp902388705, 95.0, 85.38, 0.477; GCF_021204515.1, s__Alistipes sp021204515, 95.0, 84.41, 0.297; GCA_934754975.1, s__Alistipes sp934754975, 95.0, 83.75, 0.235; GCF_025145845.1, s__Alistipes shahii, 95.0, 83.0, 0.201; GCF_025145645.1, s__Alistipes senegalensis, 95.0, 81.49, 0.176; GCF_949296715.1, s__Alistipes sp949296715, 95.0, 81.44, 0.206; GCF_900541585.1, s__Alistipes sp900541585, 95.0, 81.37, 0.19; GCF_900107675.1, s__Alistipes timonensis, 95.0, 81.05, 0.167; GCF_020026455.1, s__Alistipes sp020026455, 95.0, 81.0, 0.169; GCF_900083545.1, s__Alistipes provencensis, 95.0, 80.84, 0.151; GCA_019119845.1, s__Alistipes merdavium, 95.0, 80.68, 0.191; GCF_006542685.1, s__Alistipes dispar, 95.0, 80.63, 0.15; GCA_019115075.1, s__Alistipes avistercoris, 95.0, 80.59, 0.165; GCA_019119615.1, s__Alistipes stercoravium, 95.0, 80.51, 0.156	95.17	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.28	94.08	4.39	3477251	270988	FALSE	18	52	19	2	2	2	1532	2886	118	2	2	2	1529	2876	112	19	1532	2886	118	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A intestinihominis	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A intestinihominis	GCF_040096655.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A intestinihominis	98.78	0.865	GCF_040096655.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A intestinihominis	98.78	0.865	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_934424575.1, s__Blautia_A sp934424575, 95.0, 94.61, 0.698; GCF_009883055.1, s__Blautia_A sp900548245, 95.0, 87.54, 0.435; GCA_934402155.1, s__Blautia_A sp934402155, 95.0, 85.87, 0.44; GCF_018918125.1, s__Blautia_A sp018918125, 95.0, 85.12, 0.24; GCA_963622815.1, s__Blautia_A sp963622815, 95.0, 84.65, 0.217; GCA_963597235.1, s__Blautia_A sp963597235, 95.0, 84.49, 0.191; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 84.0, 0.221; GCA_900751995.1, s__Blautia_A sp900751995, 95.0, 83.7, 0.195; GCF_025147765.1, s__Blautia_A obeum, 95.0, 83.22, 0.219; GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 82.88, 0.198; GCA_934371915.1, s__Blautia_A sp934371915, 95.0, 82.78, 0.187; GCF_014297355.1, s__Blautia_A intestinalis, 95.0, 82.75, 0.197; GCA_934378195.1, s__Blautia_A sp934378195, 95.0, 82.51, 0.199; GCF_934424005.1, s__Blautia_A sp934424005, 95.25, 82.35, 0.199; GCF_934372025.1, s__Blautia_A sp934372025, 95.0, 82.16, 0.181	88.82	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.29	92.02	0.64	2764896	179012	FALSE	22	53	19	5	6	6	1518	2885	118	5	6	1	1514	2881	99	20	1518	2885	118	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A intestinihominis	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Coprococcus_A	s__Coprococcus_A intestinihominis	GCF_040096555.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A intestinihominis	98.29	0.816	GCF_040096555.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A intestinihominis	98.29	0.816	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_019734885.1, s__Coprococcus_A catus, 95.0, 90.81, 0.558	89.99	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.3	99.77	3.36	2515028	783148	FALSE	3	56	21	4	4	4	1509	2823	117	4	4	4	1506	2818	111	22	1509	2823	117	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000437255	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_C	s__Ruminococcus_C sp000437255	GCA_000437255.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000437255	99.06	0.942	GCA_000437255.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000437255	99.06	0.942	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	98.91	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.30	99.32	1.62	3197297	311336	FALSE	18	42	19	1	1	1	1536	2888	118	1	1	0	1532	2883	0	18	1536	2888	118	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	s__Agathobacter faecis	GCF_001406815.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.02	0.732	GCF_001406815.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.02	0.732	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 91.42, 0.593	89.87	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.31	91.14	1.69	2434843	71894	FALSE	70	51	21	1	1	5	1478	2832	117	1	1	5	1418	2827	112	22	1478	2832	117	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_C	s__Ruminococcus_C sp000433635	GCA_000433635.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	97.51	0.902	GCA_000433635.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000433635	97.51	0.902	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902464115.1, s__Ruminococcus_C sp902464115, 95.0, 94.52, 0.832	92.51	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.33	96.43	0.02	3123740	452426	FALSE	11	43	21	3	3	3	1533	2879	118	3	3	3	1530	2875	96	20	1533	2879	118	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus faecis	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hominisplanchenecus	s__Hominisplanchenecus faecis	GCF_020687205.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus faecis	98.18	0.755	GCF_020687205.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus faecis	98.18	0.755	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551235.1, s__Hominisplanchenecus sp900551235, 95.0, 88.04, 0.444; GCA_905214675.1, s__Hominisplanchenecus sp905214675, 95.0, 88.02, 0.383	89.26	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.34	100	3.14	3244771	2817790	FALSE	2	64	21	4	4	4	1512	2837	117	4	4	4	1509	2834	108	22	1512	2837	117	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Hominimerdicola	s__Hominimerdicola aceti	GCF_025567495.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	97.58	0.821	GCF_025567495.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	97.58	0.821	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934435205.1, s__Hominimerdicola sp934435205, 95.0, 95.05, 0.788; GCA_937898375.1, s__Hominimerdicola sp937898375, 95.0, 91.64, 0.68; GCF_900539095.1, s__Hominimerdicola sp900539095, 95.0, 89.93, 0.725; GCF_019423705.1, s__Hominimerdicola sp019423705, 95.0, 81.78, 0.2	96.27	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.35	99.94	1.76	3688297	232515	FALSE	20	57	20	1	1	1	1531	2889	118	1	1	1	1528	2878	100	20	1531	2889	118	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Fusicatenibacter	s__Fusicatenibacter saccharivorans	GCF_027667425.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	97.52	0.787	GCF_027667425.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	97.52	0.787	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900772675.1, s__Fusicatenibacter sp900772675, 95.0, 91.25, 0.594; GCA_963596755.1, s__Fusicatenibacter sp963596755, 95.0, 89.28, 0.523; GCA_963661155.1, s__Fusicatenibacter massiliensis_A, 95.0, 88.54, 0.508	90.83	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.37	99.99	0.31	3623810	399515	FALSE	13	62	21	7	10	7	1527	2893	113	7	10	7	1524	2882	109	19	1527	2893	113	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002265625	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp002265625	GCF_002265625.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002265625	96.89	0.75	GCF_002265625.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002265625	96.89	0.75	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.45	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.38	99.97	1.5	2381773	563320	FALSE	20	58	21	4	4	5	1527	3075	117	4	4	5	1525	3048	109	21	1527	3075	117	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium adolescentis	GCF_000010425.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	98.13	0.847	GCF_000010425.1	95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	98.13	0.847	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_959020145.1, s__Bifidobacterium sp959020145, 95.0, 94.11, 0.649; GCF_959020155.1, s__Bifidobacterium sp959020155, 95.0, 92.04, 0.463; GCF_959028125.1, s__Bifidobacterium sp959028125, 95.0, 90.29, 0.57; GCF_000770925.1, s__Bifidobacterium ruminantium, 95.0, 89.1, 0.54; GCA_905207115.1, s__Bifidobacterium angulatum_A, 95.0, 88.48, 0.351; GCF_001025195.1, s__Bifidobacterium catenulatum, 95.3, 84.31, 0.315; GCF_001025215.1, s__Bifidobacterium pseudocatenulatum, 95.0, 84.25, 0.303; GCF_040095915.1, s__Bifidobacterium hominis, 95.0, 84.12, 0.325; GCF_000800455.1, s__Bifidobacterium kashiwanohense_A, 95.0, 83.8, 0.285; GCF_002451435.1, s__Bifidobacterium sp002451435, 95.0, 83.6, 0.258; GCF_000522505.1, s__Bifidobacterium moukalabense, 95.0, 82.87, 0.217; GCA_963598975.1, s__Bifidobacterium sp963598975, 95.0, 82.79, 0.176; GCF_001042595.1, s__Bifidobacterium dentium, 95.0, 82.4, 0.212; GCA_963619615.1, s__Bifidobacterium sp963619615, 95.0, 82.38, 0.188; GCF_900129045.1, s__Bifidobacterium merycicum, 95.0, 82.36, 0.159; GCA_963590945.1, s__Bifidobacterium sp963590945, 95.0, 81.68, 0.194; GCA_963595445.1, s__Bifidobacterium sp963595445, 95.0, 81.62, 0.171	90.95	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.40	98.99	1.03	2725008	134010	FALSE	26	46	20	1	1	1	1535	2897	118	1	1	1	1531	2893	100	20	1535	2897	118	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_C;s__Roseburia_C amylophila	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia_C	s__Roseburia_C amylophila	GCF_025567465.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_C;s__Roseburia_C amylophila	98.65	0.852	GCF_025567465.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_C;s__Roseburia_C amylophila	98.65	0.852	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900315735.1, s__Roseburia_C sp900315735, 95.0, 93.9, 0.733	91.26	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.41	93.63	0.35	6334403	220506	FALSE	43	49	20	3	6	4	1523	1739	110	3	6	4	1519	1735	105	20	1523	1739	110	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides cellulosilyticus	GCF_028539415.1	95.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	98.43	0.822	GCF_028539415.1	95.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	98.43	0.822	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000513195.1, s__Bacteroides timonensis, 95.0, 94.36, 0.606; GCF_020091405.1, s__Bacteroides sp900552405, 95.23, 94.12, 0.625; GCF_036416795.1, s__Bacteroides sp036416795, 95.05, 93.6, 0.597; GCF_003464595.1, s__Bacteroides intestinalis_A, 95.0, 89.11, 0.452; GCF_902364365.1, s__Bacteroides sp900556215, 95.07, 88.24, 0.444; GCA_900557355.1, s__Bacteroides sp900557355, 95.0, 87.96, 0.219; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 87.84, 0.445; GCF_900142015.1, s__Bacteroides stercorirosoris, 95.0, 84.41, 0.309; GCF_905207245.1, s__Bacteroides sp905207245, 95.0, 83.69, 0.26; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 82.77, 0.273; GCA_947071285.1, s__Bacteroides sp947071285, 95.0, 82.67, 0.248; GCA_905215555.1, s__Bacteroides sp905215555, 95.0, 82.53, 0.273	90.49	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.43	94.78	0.75	5931596	222878	FALSE	28	68	19	5	7	4	1532	2881	111	5	7	4	1528	2871	106	19	1532	2881	111	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides ovatus	GCF_001314995.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	96.9	0.757	GCF_001314995.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	96.9	0.757	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_958387885.1, s__Bacteroides sp019412865, 95.22, 95.0, 0.681; GCA_900755095.1, s__Bacteroides sp900755095, 95.0, 93.2, 0.524; GCA_019117555.1, s__Bacteroides intestinigallinarum, 95.0, 93.02, 0.604; GCF_000210075.1, s__Bacteroides xylanisolvens, 95.0, 92.42, 0.609; GCF_034291875.1, s__Bacteroides vicugnae, 95.0, 91.82, 0.626; GCF_009193295.2, s__Bacteroides luhongzhouii, 95.0, 90.92, 0.586; GCA_948742525.1, s__Bacteroides caecimuris_A, 95.0, 90.64, 0.467; GCF_001688725.2, s__Bacteroides caecimuris, 95.89, 88.35, 0.452; GCF_041227145.1, s__Bacteroides sp041227145, 95.0, 86.39, 0.406; GCF_024623065.1, s__Bacteroides acidifaciens, 95.0, 85.67, 0.318; GCA_030295565.1, s__Bacteroides finegoldii, 95.0, 84.53, 0.291; GCF_009193325.2, s__Bacteroides zhangwenhongii, 95.83, 84.17, 0.289; GCA_900556625.1, s__Bacteroides sp900556625, 95.0, 84.07, 0.281; GCA_947038155.1, s__Bacteroides sp947038155, 95.0, 84.06, 0.295; GCF_012113595.1, s__Bacteroides faecium, 95.0, 83.44, 0.307; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 83.3, 0.304; GCF_902491285.1, s__Bacteroides sp902491285, 95.0, 83.23, 0.274; GCF_014750685.1, s__Bacteroides sp014750685, 95.0, 83.1, 0.31; GCF_900761785.1, s__Bacteroides sp900761785, 95.0, 82.86, 0.28; GCF_903181435.1, s__Bacteroides sp900765785, 95.0, 82.82, 0.307; GCF_002222615.2, s__Bacteroides caccae, 95.0, 81.88, 0.262; GCA_948847595.1, s__Bacteroides sp948847595, 95.0, 81.77, 0.227; GCF_900547205.1, s__Bacteroides sp900547205, 95.0, 81.27, 0.163; GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 80.95, 0.166; GCF_900106755.1, s__Bacteroides faecis, 95.0, 80.71, 0.161; GCF_910586915.1, s__Bacteroides sp910586915, 95.0, 80.57, 0.161; GCA_019412825.1, s__Bacteroides thetaiotaomicron_A, 95.0, 80.35, 0.157	93.09	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.44	100	0.69	4683956	625468	FALSE	14	82	22	7	7	8	1543	2904	116	7	7	8	1539	2901	111	22	1543	2904	116	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli	GCF_003697165.2	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	98.7	0.905	GCF_003697165.2	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	98.7	0.905	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_036503815.1, s__Escherichia coli_F, 95.84, 95.87, 0.825; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.32, 0.698; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 93.09, 0.734; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 92.45, 0.777; GCA_011881725.1, s__Escherichia coli_E, 95.0, 92.41, 0.798; GCF_031323975.1, s__Escherichia ruysiae, 95.0, 92.21, 0.768; GCF_014836715.1, s__Escherichia whittamii, 95.0, 91.83, 0.783; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 91.08, 0.566; GCF_002900365.1, s__Escherichia marmotae, 95.0, 91.05, 0.746; GCF_000759775.1, s__Escherichia albertii, 95.0, 90.46, 0.7	98.11	11	N/A	N/A	batch_7
NP-RASK00000030MP	NP-RASK00000030MP.bin.1.49	100	0.22	2018596	1158868	FALSE	6	53	21	2	2	3	1528	2834	117	2	2	3	1525	2831	108	22	1528	2834	117	1	HQ	NP-RASK00000030MP	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-217	s__CAG-217 sp000436335	GCA_025757685.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	97.73	0.899	GCA_025757685.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp000436335	97.73	0.899	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963638105.1, s__CAG-217 sp963638105, 95.0, 94.95, 0.908; GCA_963642245.1, s__CAG-217 sp963642245, 95.0, 90.79, 0.771; GCA_963605415.1, s__CAG-217 sp963605415, 95.0, 89.76, 0.712	97.6	11	N/A	N/A	batch_7
