run_accession	study_accession	sample_accession	tax_id	scientific_name	library_name	fastq_ftp	submitted_ftp	sample_alias	sample_title
ERR15681546	PRJEB98069	SAMEA120295532	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/046/ERR15681546/ERR15681546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/046/ERR15681546/ERR15681546_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681546/RASK00000037MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681546/RASK00000037MP_R2_NonHuman_Combined.fastq.gz	RASK00000037MP_HP	RASK00000037MP
ERR15681651	PRJEB98069	SAMEA120295330	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/051/ERR15681651/ERR15681651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/051/ERR15681651/ERR15681651_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681651/PaPr00000109MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681651/PaPr00000109MP_R2_NonHuman_Combined.fastq.gz	PaPr00000109MP_HP	PaPr00000109MP
ERR15681548	PRJEB98069	SAMEA120295084	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/048/ERR15681548/ERR15681548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/048/ERR15681548/ERR15681548_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681548/ASYM00000014MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681548/ASYM00000014MP_R2_NonHuman_Combined.fastq.gz	ASYM00000014MP_HP	ASYM00000014MP
ERR15681655	PRJEB98069	SAMEA120295423	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/055/ERR15681655/ERR15681655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/055/ERR15681655/ERR15681655_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681655/PaPr00000211MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681655/PaPr00000211MP_R2_NonHuman_Combined.fastq.gz	PaPr00000211MP_HP	PaPr00000211MP
ERR15681551	PRJEB98069	SAMEA120295492	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/051/ERR15681551/ERR15681551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/051/ERR15681551/ERR15681551_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681551/PAOP00000085MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681551/PAOP00000085MP_R2_NonHuman_Combined.fastq.gz	PAOP00000085MP_HP	PAOP00000085MP
ERR15681658	PRJEB98069	SAMEA120295323	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/058/ERR15681658/ERR15681658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/058/ERR15681658/ERR15681658_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681658/PaPr00000103MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681658/PaPr00000103MP_R2_NonHuman_Combined.fastq.gz	PaPr00000103MP_HP	PaPr00000103MP
ERR15681553	PRJEB98069	SAMEA120295604	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/053/ERR15681553/ERR15681553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/053/ERR15681553/ERR15681553_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681553/UCPr00000009MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681553/UCPr00000009MP_R2_NonHuman_Combined.fastq.gz	UCPr00000009MP_HP	UCPr00000009MP
ERR15681659	PRJEB98069	SAMEA120295611	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/059/ERR15681659/ERR15681659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/059/ERR15681659/ERR15681659_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681659/UCPr00000016MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681659/UCPr00000016MP_R2_NonHuman_Combined.fastq.gz	UCPr00000016MP_HP	UCPr00000016MP
ERR15681554	PRJEB98069	SAMEA120295103	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/054/ERR15681554/ERR15681554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/054/ERR15681554/ERR15681554_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681554/ASYM00000033MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681554/ASYM00000033MP_R2_NonHuman_Combined.fastq.gz	ASYM00000033MP_HP	ASYM00000033MP
ERR15681555	PRJEB98069	SAMEA120295289	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/055/ERR15681555/ERR15681555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/055/ERR15681555/ERR15681555_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681555/PaPr00000083MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681555/PaPr00000083MP_R2_NonHuman_Combined.fastq.gz	PaPr00000083MP_HP	PaPr00000083MP
ERR15681668	PRJEB98069	SAMEA120295574	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/068/ERR15681668/ERR15681668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/068/ERR15681668/ERR15681668_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681668/RASK00000079MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681668/RASK00000079MP_R2_NonHuman_Combined.fastq.gz	RASK00000079MP_HP	RASK00000079MP
ERR15681556	PRJEB98069	SAMEA120295401	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/056/ERR15681556/ERR15681556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/056/ERR15681556/ERR15681556_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681556/PaPr00000197MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681556/PaPr00000197MP_R2_NonHuman_Combined.fastq.gz	PaPr00000197MP_HP	PaPr00000197MP
ERR15681558	PRJEB98069	SAMEA120295326	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/058/ERR15681558/ERR15681558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/058/ERR15681558/ERR15681558_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681558/PaPr00000113MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681558/PaPr00000113MP_R2_NonHuman_Combined.fastq.gz	PaPr00000113MP_HP	PaPr00000113MP
ERR15681681	PRJEB98069	SAMEA120295424	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/081/ERR15681681/ERR15681681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/081/ERR15681681/ERR15681681_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681681/PaPr00000222MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681681/PaPr00000222MP_R2_NonHuman_Combined.fastq.gz	PaPr00000222MP_HP	PaPr00000222MP
ERR15681562	PRJEB98069	SAMEA120295159	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/062/ERR15681562/ERR15681562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/062/ERR15681562/ERR15681562_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681562/DoBa00000069MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681562/DoBa00000069MP_R2_NonHuman_Combined.fastq.gz	DoBa00000069MP_HP	DoBa00000069MP
ERR15681683	PRJEB98069	SAMEA120295557	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/083/ERR15681683/ERR15681683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/083/ERR15681683/ERR15681683_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681683/RASK00000062MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681683/RASK00000062MP_R2_NonHuman_Combined.fastq.gz	RASK00000062MP_HP	RASK00000062MP
ERR15681574	PRJEB98069	SAMEA120295193	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/074/ERR15681574/ERR15681574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/074/ERR15681574/ERR15681574_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681574/PaOp00000018MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681574/PaOp00000018MP_R2_NonHuman_Combined.fastq.gz	PaOp00000018MP_HP	PaOp00000018MP
ERR15681581	PRJEB98069	SAMEA120295253	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/081/ERR15681581/ERR15681581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/081/ERR15681581/ERR15681581_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681581/PaPr00000049MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681581/PaPr00000049MP_R2_NonHuman_Combined.fastq.gz	PaPr00000049MP_HP	PaPr00000049MP
ERR15681686	PRJEB98069	SAMEA120295106	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/086/ERR15681686/ERR15681686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/086/ERR15681686/ERR15681686_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681686/ASYM00000036MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681686/ASYM00000036MP_R2_NonHuman_Combined.fastq.gz	ASYM00000036MP_HP	ASYM00000036MP
ERR15681586	PRJEB98069	SAMEA120295200	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/086/ERR15681586/ERR15681586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/086/ERR15681586/ERR15681586_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681586/PaPr00000016MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681586/PaPr00000016MP_R2_NonHuman_Combined.fastq.gz	PaPr00000016MP_HP	PaPr00000016MP
ERR15681692	PRJEB98069	SAMEA120295568	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/092/ERR15681692/ERR15681692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/092/ERR15681692/ERR15681692_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681692/RASK00000073MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681692/RASK00000073MP_R2_NonHuman_Combined.fastq.gz	RASK00000073MP_HP	RASK00000073MP
ERR15681592	PRJEB98069	SAMEA120295160	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/092/ERR15681592/ERR15681592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/092/ERR15681592/ERR15681592_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681592/DoBa00000068MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681592/DoBa00000068MP_R2_NonHuman_Combined.fastq.gz	DoBa00000068MP_HP	DoBa00000068MP
ERR15681700	PRJEB98069	SAMEA120295295	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/000/ERR15681700/ERR15681700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/000/ERR15681700/ERR15681700_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681700/PaPr00000079MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681700/PaPr00000079MP_R2_NonHuman_Combined.fastq.gz	PaPr00000079MP_HP	PaPr00000079MP
ERR15681594	PRJEB98069	SAMEA120295571	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/094/ERR15681594/ERR15681594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/094/ERR15681594/ERR15681594_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681594/RASK00000076MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681594/RASK00000076MP_R2_NonHuman_Combined.fastq.gz	RASK00000076MP_HP	RASK00000076MP
ERR15681702	PRJEB98069	SAMEA120295203	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR15681702/ERR15681702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/002/ERR15681702/ERR15681702_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681702/PaNP00000030MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681702/PaNP00000030MP_R2_NonHuman_Combined.fastq.gz	PaNP00000030MP_HP	PaNP00000030MP
ERR15681599	PRJEB98069	SAMEA120295422	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/099/ERR15681599/ERR15681599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/099/ERR15681599/ERR15681599_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681599/PaPr00000214MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681599/PaPr00000214MP_R2_NonHuman_Combined.fastq.gz	PaPr00000214MP_HP	PaPr00000214MP
ERR15681709	PRJEB98069	SAMEA120295406	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR15681709/ERR15681709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR15681709/ERR15681709_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681709/PaPr00000195MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681709/PaPr00000195MP_R2_NonHuman_Combined.fastq.gz	PaPr00000195MP_HP	PaPr00000195MP
ERR15681601	PRJEB98069	SAMEA120295473	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR15681601/ERR15681601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/001/ERR15681601/ERR15681601_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681601/PaPr00000244MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681601/PaPr00000244MP_R2_NonHuman_Combined.fastq.gz	PaPr00000244MP_HP	PaPr00000244MP
ERR15681710	PRJEB98069	SAMEA120295362	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/010/ERR15681710/ERR15681710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/010/ERR15681710/ERR15681710_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681710/PaPr00000159MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681710/PaPr00000159MP_R2_NonHuman_Combined.fastq.gz	PaPr00000159MP_HP	PaPr00000159MP
ERR15681604	PRJEB98069	SAMEA120295360	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/004/ERR15681604/ERR15681604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/004/ERR15681604/ERR15681604_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681604/PaPr00000152MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681604/PaPr00000152MP_R2_NonHuman_Combined.fastq.gz	PaPr00000152MP_HP	PaPr00000152MP
ERR15681714	PRJEB98069	SAMEA120295371	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/014/ERR15681714/ERR15681714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/014/ERR15681714/ERR15681714_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681714/PaPr00000170MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681714/PaPr00000170MP_R2_NonHuman_Combined.fastq.gz	PaPr00000170MP_HP	PaPr00000170MP
ERR15681609	PRJEB98069	SAMEA120295619	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR15681609/ERR15681609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/009/ERR15681609/ERR15681609_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681609/UCPr00000024MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681609/UCPr00000024MP_R2_NonHuman_Combined.fastq.gz	UCPr00000024MP_HP	UCPr00000024MP
ERR15681717	PRJEB98069	SAMEA120295270	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/017/ERR15681717/ERR15681717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/017/ERR15681717/ERR15681717_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681717/PaPr00000058MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681717/PaPr00000058MP_R2_NonHuman_Combined.fastq.gz	PaPr00000058MP_HP	PaPr00000058MP
ERR15681611	PRJEB98069	SAMEA120295347	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/011/ERR15681611/ERR15681611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/011/ERR15681611/ERR15681611_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681611/PaPr00000135MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681611/PaPr00000135MP_R2_NonHuman_Combined.fastq.gz	PaPr00000135MP_HP	PaPr00000135MP
ERR15681718	PRJEB98069	SAMEA120295128	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/018/ERR15681718/ERR15681718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/018/ERR15681718/ERR15681718_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681718/DoBa00000016MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681718/DoBa00000016MP_R2_NonHuman_Combined.fastq.gz	DoBa00000016MP_HP	DoBa00000016MP
ERR15681612	PRJEB98069	SAMEA120295572	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/012/ERR15681612/ERR15681612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/012/ERR15681612/ERR15681612_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681612/RASK00000077MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681612/RASK00000077MP_R2_NonHuman_Combined.fastq.gz	RASK00000077MP_HP	RASK00000077MP
ERR15681723	PRJEB98069	SAMEA120295558	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/023/ERR15681723/ERR15681723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/023/ERR15681723/ERR15681723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681723/RASK00000063MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681723/RASK00000063MP_R2_NonHuman_Combined.fastq.gz	RASK00000063MP_HP	RASK00000063MP
ERR15681613	PRJEB98069	SAMEA120295535	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/013/ERR15681613/ERR15681613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/013/ERR15681613/ERR15681613_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681613/RASK00000040MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681613/RASK00000040MP_R2_NonHuman_Combined.fastq.gz	RASK00000040MP_HP	RASK00000040MP
ERR15681734	PRJEB98069	SAMEA120295306	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/034/ERR15681734/ERR15681734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/034/ERR15681734/ERR15681734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681734/PaPr00000087MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681734/PaPr00000087MP_R2_NonHuman_Combined.fastq.gz	PaPr00000087MP_HP	PaPr00000087MP
ERR15681614	PRJEB98069	SAMEA120295495	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/014/ERR15681614/ERR15681614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/014/ERR15681614/ERR15681614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681614/PaOp00000066MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681614/PaOp00000066MP_R2_NonHuman_Combined.fastq.gz	PaOp00000066MP_HP	PaOp00000066MP
ERR15681740	PRJEB98069	SAMEA120295165	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/040/ERR15681740/ERR15681740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/040/ERR15681740/ERR15681740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681740/DoBa00000080MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681740/DoBa00000080MP_R2_NonHuman_Combined.fastq.gz	DoBa00000080MP_HP	DoBa00000080MP
ERR15681621	PRJEB98069	SAMEA120295498	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/021/ERR15681621/ERR15681621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/021/ERR15681621/ERR15681621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681621/RASK00000002MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681621/RASK00000002MP_R2_NonHuman_Combined.fastq.gz	RASK00000002MP_HP	RASK00000002MP
ERR15681624	PRJEB98069	SAMEA120295554	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/024/ERR15681624/ERR15681624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/024/ERR15681624/ERR15681624_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681624/RASK00000059MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681624/RASK00000059MP_R2_NonHuman_Combined.fastq.gz	RASK00000059MP_HP	RASK00000059MP
ERR15681741	PRJEB98069	SAMEA120295138	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/041/ERR15681741/ERR15681741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/041/ERR15681741/ERR15681741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681741/DoSc00000007MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681741/DoSc00000007MP_R2_NonHuman_Combined.fastq.gz	DoSc00000007MP_HP	DoSc00000007MP
ERR15681625	PRJEB98069	SAMEA120295329	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/025/ERR15681625/ERR15681625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/025/ERR15681625/ERR15681625_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681625/PaPr00000112MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681625/PaPr00000112MP_R2_NonHuman_Combined.fastq.gz	PaPr00000112MP_HP	PaPr00000112MP
ERR15681742	PRJEB98069	SAMEA120295296	408170	human gut metagenome		ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/042/ERR15681742/ERR15681742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR156/042/ERR15681742/ERR15681742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681742/PaPr00000076MP_R1_NonHuman_Combined.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR156/ERR15681742/PaPr00000076MP_R2_NonHuman_Combined.fastq.gz	PaPr00000076MP_HP	PaPr00000076MP
