#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_16	6834	34	N	N	1	*	*,16,*
contig_291	6833	8	N	N	2	*	*,291,*
contig_993	6833	5	N	N	1	*	*,993,*
contig_2597	6821	60	N	N	1	*	*,2597,*
contig_862	6818	8	N	N	2	*	*,862,*
contig_2000	6813	5	N	N	1	*	*,2000,*
contig_2469	6808	99	N	Y	3	174	*,2469,*
contig_776	6803	27	N	N	3	*	*,776,*
contig_2085	6796	7	N	N	1	*	*,2085,*
contig_1365	6795	7	N	N	1	*	*,1365,*
contig_2601	6760	25	N	N	2	*	*,2601,*
contig_1018	6751	5	N	N	1	*	*,1018,*
contig_1724	6750	8	N	N	2	*	*,1724,*
contig_2611	6742	12	N	N	3	*	*,2611,*
contig_1111	6696	7	N	N	1	*	*,1111,*
contig_1475	6695	9	N	N	2	*	*,1475,*
contig_251	6695	21	N	N	3	*	*,251,*
contig_432	6688	5	N	N	1	*	*,432,*
contig_1200	6680	20	N	N	2	*	*,1200,*
contig_1999	6679	15	N	N	3	*	*,1999,*
contig_1411	6674	7	N	N	1	*	*,1411,*
contig_889	6670	8	N	N	2	*	*,889,*
contig_1909	6663	10	N	N	1	*	*,1909,*
contig_1393	6656	6	N	N	1	*	*,1393,*
contig_1768	6639	8	N	N	2	*	*,1768,*
contig_504	6639	11	N	N	2	*	*,504,*
contig_865	6637	9	N	N	2	*	*,865,*
contig_2519	6635	7	N	N	1	*	*,2519,*
contig_587	6632	12	N	N	2	*	*,587,*
contig_732	6630	7	N	N	1	*	*,732,*
contig_2298	6629	6	N	N	1	*	*,2298,*
contig_554	6627	7	N	N	1	*	*,554,*
contig_2237	6597	10	N	N	2	*	*,2237,*
contig_384	6596	38	N	N	2	*	*,384,*
contig_513	6593	10	N	N	2	*	*,513,*
contig_2029	6590	9	N	N	1	*	*,2029,*
contig_625	6590	29	N	N	2	*	*,625,*
contig_650	6582	6	N	N	1	*	*,650,*
contig_100	6576	13	N	N	2	*	*,100,*
contig_1528	6575	10	N	N	2	*	*,1528,*
contig_1563	6566	33	N	N	2	*	*,1563,*
contig_1689	6566	5	N	N	1	*	*,1689,*
contig_212	6556	12	N	N	2	*	*,212,*
contig_1311	6552	9	N	N	1	*	*,1311,*
contig_2172	6550	35	N	N	2	*	*,2172,*
contig_1177	6545	10	N	N	2	*	*,1177,*
contig_2453	6544	8	N	N	1	*	*,2453,*
contig_294	6518	6	N	N	1	*	*,294,*
contig_2122	6514	23	N	N	3	*	*,2122,*
contig_2302	6514	53	N	N	2	*	*,2302,*
contig_1630	6513	8	N	N	1	*	*,1630,*
contig_2071	6509	7	N	N	1	*	*,2071,*
contig_1495	6506	31	N	N	2	*	*,1495,*
contig_1155	6499	7	N	N	1	*	*,1155,*
contig_725	6499	8	N	N	2	*	*,725,*
contig_1636	6475	4	N	N	1	*	*,1636,*
contig_2196	6464	8	N	N	2	*	*,2196,*
contig_1017	6462	8	N	N	2	*	*,1017,*
contig_1158	6458	6	N	N	1	*	*,1158,*
contig_47	6447	15	N	N	2	*	*,47,*
contig_313	6446	21	N	N	3	*	*,313,*
contig_1712	6439	4	N	N	1	*	*,1712,*
contig_834	6399	7	N	N	1	*	*,834,*
contig_922	6389	10	N	N	2	*	*,922,*
contig_2171	6386	22	N	N	1	*	*,2171,*
contig_2383	6375	11	N	N	2	*	*,2383,*
contig_1837	6367	9	N	N	2	*	*,1837,*
contig_736	6345	22	Y	Y	1	30	736
contig_132	6344	19	N	N	3	*	*,132,*
contig_2239	6343	6	N	N	1	*	*,2239,*
contig_2506	6343	8	N	N	2	*	*,2506,*
contig_1337	6332	8	N	N	2	*	*,1337,*
contig_1013	6313	21	Y	Y	1	56	1013
contig_843	6307	26	N	N	2	*	*,843,*
contig_2554	6304	7	N	N	1	*	*,2554,*
contig_354	6296	30	N	N	2	*	*,354,*
contig_850	6294	11	N	N	2	*	*,850,*
contig_589	6290	11	N	N	1	*	*,589,*
contig_2148	6278	25	N	N	2	*	*,2148,*
contig_336	6276	7	N	N	1	*	*,336,*
contig_1634	6253	7	N	N	1	*	*,1634,*
contig_2457	6252	36	N	N	4	*	*,2457,*
contig_895	6246	7	N	N	1	*	*,895,*
contig_2229	6242	43	N	N	2	*	*,2229,*
contig_665	6242	13	N	N	1	*	*,665,*
contig_400	6237	10	N	N	2	*	*,400,*
contig_733	6230	7	N	N	1	*	*,733,*
contig_339	6226	20	N	N	4	*	*,339,*
contig_965	6221	5	N	N	1	*	*,965,*
contig_1738	6211	6	N	N	1	*	*,1738,*
contig_60	6197	9	N	N	2	*	*,60,*
contig_558	6196	43	N	N	3	*	*,558,*
contig_2264	6189	4	N	N	1	*	*,2264,*
contig_318	6189	8	N	N	1	*	*,318,*
contig_704	6182	6	N	N	1	*	*,704,*
contig_1073	6179	25	N	N	2	*	*,1073,*
contig_205	6178	19	N	N	2	*	*,205,*
contig_2265	6168	6	N	N	1	*	*,2265,*
contig_1577	6164	8	N	N	1	*	*,1577,*
contig_1502	6160	8	N	N	2	*	*,1502,*
contig_86	6157	41	N	N	3	*	*,86,*
contig_474	6155	8	N	N	2	*	*,474,*
contig_1628	6154	7	N	N	1	*	*,1628,*
contig_1562	6153	7	N	N	1	*	*,1562,*
contig_1055	6139	24	N	N	3	*	*,1055,*
contig_1243	6137	6	N	N	1	*	*,1243,*
contig_1130	6131	14	N	N	2	*	*,1130,*
contig_1045	6128	11	N	N	2	*	*,1045,*
contig_255	6125	11	N	N	1	*	*,255,*
contig_512	6122	14	N	N	2	*	*,512,*
contig_503	6119	9	N	N	2	*	*,503,*
contig_333	6115	9	N	N	1	*	*,333,*
contig_2119	6113	7	N	N	1	*	*,2119,*
contig_2336	6104	7	N	N	1	*	*,2336,*
contig_484	6096	7	N	N	1	*	*,484,*
contig_1513	6095	10	N	N	2	*	*,1513,*
contig_2369	6093	8	N	N	1	*	*,2369,*
contig_654	6086	29	N	N	2	*	*,654,*
contig_1230	6084	13	N	N	3	*	*,1230,*
contig_1382	6081	7	N	N	1	*	*,1382,*
contig_34	6079	8	N	N	1	*	*,34,*
contig_67	6077	28	Y	Y	1	4	67
contig_5	6074	23	N	N	1	*	*,5,*
contig_1259	6064	9	N	N	1	*	*,1259,*
contig_1648	6063	7	N	N	1	*	*,1648,*
contig_1224	6053	7	N	N	1	*	*,1224,*
contig_2491	6028	35	N	N	1	*	*,2491,*
contig_2048	6022	13	N	N	3	*	*,2048,*
contig_296	6007	27	N	N	3	*	*,296,*
contig_893	6004	24	N	N	2	*	*,893,*
contig_616	5999	7	N	N	1	*	*,616,*
contig_1770	5998	7	N	N	1	*	*,1770,*
contig_2204	5996	16	N	N	2	*	*,2204,*
contig_2345	5994	6	N	N	1	*	*,2345,*
contig_1536	5990	9	N	N	2	*	*,1536,*
contig_1012	5987	21	Y	Y	1	54	1012
contig_2552	5986	10	N	N	2	*	*,2552,*
contig_1268	5979	39	N	N	3	*	*,1268,*
contig_829	5973	11	N	N	1	*	*,829,*
contig_2431	5972	8	N	N	2	*	*,2431,*
contig_1072	5967	6	N	N	1	*	*,1072,*
contig_1463	5964	10	N	N	2	*	*,1463,*
contig_1924	5958	7	N	N	1	*	*,1924,*
contig_2151	5956	7	N	N	1	*	*,2151,*
contig_110	5940	12	N	N	3	*	*,110,*
contig_1702	5938	6	N	N	1	*	*,1702,*
contig_1994	5915	8	N	N	2	*	*,1994,*
contig_108	5913	21	N	N	3	*	*,108,*
contig_1638	5909	8	N	N	1	*	*,1638,*
contig_1930	5908	7	N	N	1	*	*,1930,*
contig_1796	5894	7	N	N	1	*	*,1796,*
contig_896	5889	4	N	N	1	*	*,896,*
contig_599	5887	32	N	N	2	*	*,599,*
contig_1936	5873	6	N	N	1	*	*,1936,*
contig_671	5871	5	N	N	1	*	*,671,*
contig_1313	5869	7	N	N	1	*	*,1313,*
contig_63	5866	4	N	N	1	*	*,63,*
contig_2034	5849	50	N	N	2	*	*,2034,*
contig_2445	5842	59	N	N	3	*	*,2445,*
contig_952	5833	5	N	N	1	*	*,952,*
contig_687	5823	9	N	N	2	*	*,687,*
contig_1721	5821	12	N	N	3	*	*,1721,*
contig_1651	5815	8	N	N	2	*	*,1651,*
contig_508	5809	6	N	N	1	*	*,508,*
contig_436	5806	8	N	N	2	*	*,436,*
contig_664	5795	19	N	N	3	*	*,664,*
contig_842	5792	6	N	N	1	*	*,842,*
contig_1731	5790	31	N	N	2	*	*,1731,*
contig_726	5788	7	N	N	1	*	*,726,*
contig_1544	5784	7	N	N	1	*	*,1544,*
contig_818	5784	6	N	N	1	*	*,818,*
contig_1113	5783	13	N	N	3	*	*,1113,*
contig_989	5780	27	N	N	2	*	*,989,*
contig_2216	5779	32	N	N	2	*	*,2216,*
contig_2565	5773	8	N	N	1	*	*,2565,*
contig_745	5740	81	N	Y	1	188	*,745,*
contig_2581	5730	25	N	N	3	*	*,2581,*
contig_58	5723	10	N	N	2	*	*,58,*
contig_1182	5719	5	N	N	1	*	*,1182,*
contig_1301	5719	6	N	N	1	*	*,1301,*
contig_73	5719	29	N	N	1	*	*,73,*
contig_789	5719	33	N	N	2	*	*,789,*
contig_1462	5718	10	N	N	2	*	*,1462,*
contig_1398	5715	7	N	N	1	*	*,1398,*
contig_180	5713	6	N	N	1	*	*,180,*
contig_2013	5710	8	N	N	2	*	*,2013,*
contig_2208	5704	6	N	N	1	*	*,2208,*
contig_1089	5703	5	N	N	1	*	*,1089,*
contig_217	5703	10	N	N	2	*	*,217,*
contig_574	5697	10	N	N	2	*	*,574,*
contig_2318	5693	20	N	N	2	*	*,2318,*
contig_1848	5689	6	N	N	1	*	*,1848,*
contig_1940	5689	5	N	N	1	*	*,1940,*
contig_1030	5684	7	N	N	1	*	*,1030,*
contig_249	5684	38	N	N	2	*	*,249,*
contig_890	5682	13	N	N	2	*	*,890,*
contig_1296	5678	10	N	N	2	*	*,1296,*
contig_2518	5667	20	N	Y	1	188	*,2518,*
contig_1119	5665	20	N	N	2	*	*,1119,*
contig_1075	5659	14	N	N	2	*	*,1075,*
contig_281	5656	10	N	N	2	*	*,281,*
contig_396	5654	32	N	N	1	*	396,-2517
contig_1446	5652	36	N	N	1	*	*,1446,*
contig_1631	5643	6	N	N	1	*	*,1631,*
contig_273	5643	136	Y	N	4	*	273
contig_1469	5642	36	N	N	2	*	*,1469,*
contig_2028	5637	8	N	N	2	*	*,2028,*
contig_312	5635	7	N	N	1	*	*,312,*
contig_2384	5631	14	N	N	2	*	*,2384,*
contig_1673	5630	7	N	N	1	*	*,1673,*
contig_1377	5628	41	N	N	3	*	*,1377,*
contig_96	5621	44	N	N	2	*	*,96,*
contig_714	5614	13	N	N	3	*	*,714,*
contig_2564	5606	13	N	N	2	*	*,2564,*
contig_595	5596	13	N	N	2	*	*,595,*
contig_2270	5584	8	N	N	1	*	*,2270,*
contig_902	5583	5	N	N	1	*	*,902,*
contig_1244	5582	12	N	N	1	*	*,1244,*
contig_2395	5575	26	N	N	2	*	*,2395,*
contig_2341	5574	5	N	N	1	*	*,2341,*
contig_2546	5568	7	N	N	1	*	*,2546,*
contig_1335	5566	7	N	N	1	*	*,1335,*
contig_1429	5555	16	N	N	2	*	*,1429,*
contig_2174	5553	4	N	N	1	*	*,2174,*
contig_1524	5552	10	N	N	2	*	*,1524,*
contig_1530	5551	6	N	N	1	*	*,1530,*
contig_75	5551	5	N	N	1	*	*,75,*
contig_361	5548	4	N	N	1	*	*,361,*
contig_2536	5546	34	N	N	3	*	*,2536,*
contig_1322	5539	14	N	N	3	*	*,1322,*
contig_619	5532	40	N	N	3	*	*,619,*
contig_304	5526	9	N	N	1	*	*,304,*
contig_1856	5523	10	N	N	2	*	*,1856,*
contig_2175	5506	23	N	N	2	*	*,2175,*
contig_2376	5495	43	N	N	3	*	*,2376,*
contig_464	5488	7	N	N	1	*	*,464,*
contig_1352	5483	11	N	N	2	*	*,1352,*
contig_88	5480	7	N	N	1	*	*,88,*
contig_1049	5476	38	N	N	2	*	*,1049,*
contig_2155	5473	6	N	N	1	*	*,2155,*
contig_1482	5470	8	N	N	1	*	*,1482,*
contig_2037	5468	7	N	N	1	*	*,2037,*
contig_1957	5462	10	N	N	2	*	*,1957,*
contig_2041	5459	8	N	N	1	*	*,2041,*
contig_2560	5453	8	N	N	1	*	*,2560,*
contig_2525	5448	6	N	N	1	*	*,2525,*
contig_794	5445	6	N	N	1	*	*,794,*
contig_1990	5439	9	N	N	2	*	*,1990,*
contig_331	5439	36	N	N	2	*	*,331,*
contig_920	5438	5	N	N	1	*	*,920,*
contig_1364	5433	11	N	N	2	*	*,1364,*
contig_232	5426	5	N	N	1	*	*,232,*
contig_141	5421	26	N	N	2	*	*,141,*
contig_370	5418	27	Y	Y	1	14	370
contig_1790	5413	13	N	N	1	*	*,1790,*
contig_1006	5406	11	N	N	2	*	*,1006,*
contig_2184	5406	6	N	N	1	*	*,2184,*
contig_2256	5390	6	N	N	1	*	*,2256,*
contig_892	5376	6	N	N	1	*	*,892,*
contig_1700	5366	8	N	N	2	*	*,1700,*
contig_2333	5366	21	N	N	4	*	*,2333,*
contig_1810	5365	7	N	N	1	*	*,1810,*
contig_2243	5364	5	N	N	1	*	*,2243,*
contig_628	5362	12	N	N	3	*	*,628,*
contig_1564	5357	13	N	N	3	*	*,1564,*
contig_556	5354	38	N	N	2	*	*,556,*
contig_841	5350	13	N	N	1	*	*,841,*
contig_1985	5348	6	N	N	1	*	*,1985,*
contig_83	5345	127	Y	N	4	*	83
contig_1851	5344	8	N	N	2	*	*,1851,*
contig_277	5342	17	N	N	2	*	*,277,*
contig_1333	5327	13	N	N	2	*	*,1333,*
contig_145	5323	5	N	N	1	*	*,145,*
contig_617	5323	24	N	N	4	*	*,617,*
contig_2550	5319	42	N	N	3	*	*,2550,*
contig_40	5318	8	N	N	1	*	*,40,*
contig_1626	5317	5	N	N	1	*	*,1626,*
contig_1061	5312	21	N	N	2	*	*,1061,*
contig_2072	5302	9	N	N	2	*	*,2072,*
contig_800	5301	5	N	N	1	*	*,800,*
contig_963	5297	13	N	N	2	*	*,963,*
contig_2128	5296	9	N	N	1	*	*,2128,*
contig_573	5287	5	N	N	1	*	*,573,*
contig_681	5286	8	N	N	1	*	*,681,*
contig_1183	5283	7	N	N	1	*	*,1183,*
contig_1483	5283	22	N	N	3	*	*,1483,*
contig_1853	5283	26	N	N	3	*	*,1853,*
contig_2245	5283	5	N	N	1	*	*,2245,*
contig_437	5280	8	N	N	1	*	*,437,*
contig_1229	5278	30	N	N	2	*	*,1229,*
contig_2332	5275	9	N	N	1	*	*,2332,*
contig_2170	5269	7	N	N	1	*	*,2170,*
contig_998	5268	32	Y	Y	1	150	998
contig_753	5261	6	N	N	1	*	*,753,*
contig_1115	5257	10	N	N	1	*	*,1115,*
contig_1804	5254	11	N	N	2	*	*,1804,*
contig_2050	5254	8	N	N	2	*	*,2050,*
contig_234	5254	9	N	N	2	*	*,234,*
contig_2593	5253	129	Y	N	2	*	2593
contig_2507	5250	38	N	N	3	*	*,2507,*
contig_2152	5245	4	N	N	1	*	*,2152,*
contig_940	5238	10	N	N	2	*	*,940,*
contig_1	5237	9	N	N	1	*	*,1,*
contig_1677	5229	8	N	N	2	*	*,1677,*
contig_2342	5228	20	N	N	3	*	*,2342,*
contig_506	5222	16	N	N	4	*	*,506,*
contig_2585	5206	54	N	N	3	*	*,2585,*
contig_1476	5202	10	N	N	2	*	*,1476,*
contig_2268	5191	9	N	N	1	*	*,2268,*
contig_2577	5177	8	N	N	2	*	*,2577,*
contig_155	5169	6	N	N	1	*	*,155,*
contig_239	5168	13	N	N	3	*	*,239,*
contig_915	5164	19	N	N	3	*	*,915,*
contig_1161	5160	34	N	N	2	*	*,1161,*
contig_322	5160	8	N	N	1	*	*,322,*
contig_669	5155	31	N	N	2	*	*,669,*
contig_1011	5150	20	N	Y	1	206	*,1011,*
contig_1508	5150	7	N	N	1	*	*,1508,*
contig_279	5144	6	N	N	1	*	*,279,*
contig_2214	5142	6	N	N	1	*	*,2214,*
contig_2335	5139	10	N	N	2	*	*,2335,*
contig_438	5136	6	N	N	1	*	*,438,*
contig_1845	5130	4	N	N	1	*	*,1845,*
contig_648	5128	41	N	N	4	*	*,648,*
contig_697	5119	12	N	N	3	*	*,697,*
contig_2006	5112	7	N	N	1	*	*,2006,*
contig_2331	5112	12	N	N	1	*	*,2331,*
contig_1260	5111	5	N	N	1	*	*,1260,*
contig_2595	5110	9	N	N	2	*	*,2595,*
contig_1142	5107	26	N	N	2	*	*,1142,*
contig_1501	5107	15	N	N	3	*	*,1501,*
contig_1802	5107	9	N	N	1	*	*,1802,*
contig_1067	5101	6	N	N	1	*	*,1067,*
contig_2052	5101	11	N	N	2	*	*,2052,*
contig_367	5092	50	N	N	3	*	*,367,*
contig_2343	5086	28	N	N	2	*	*,2343,*
contig_1222	5084	8	N	N	1	*	*,1222,*
contig_1674	5082	6	N	N	1	*	*,1674,*
contig_2305	5082	12	N	N	3	*	*,2305,*
contig_2370	5082	8	N	N	2	*	*,2370,*
contig_1086	5077	7	N	N	1	*	*,1086,*
contig_1988	5071	9	N	N	2	*	*,1988,*
contig_868	5066	5	N	N	1	*	*,868,*
contig_937	5065	6	N	N	1	*	*,937,*
contig_2329	5060	7	N	N	1	*	*,2329,*
contig_323	5052	9	N	N	1	*	*,323,*
contig_1535	5042	5	N	N	1	*	*,1535,*
contig_201	5042	7	N	N	1	*	*,201,*
contig_1485	5039	8	N	N	2	*	*,1485,*
contig_1487	5032	8	N	N	1	*	*,1487,*
contig_362	5029	13	N	N	2	*	*,362,*
contig_463	5028	6	N	N	1	*	*,463,*
contig_583	5026	11	N	N	2	*	*,583,*
contig_266	5022	250	N	Y	6	*	266
contig_495	5017	30	N	N	2	*	*,495,*
contig_1270	5016	11	N	N	1	*	*,1270,*
contig_2110	5014	7	N	N	1	*	*,2110,*
contig_342	5008	11	N	N	2	*	*,342,*
contig_710	5007	6	N	N	1	*	*,710,*
contig_1366	5005	43	N	N	2	*	*,1366,*
contig_863	5003	8	N	N	2	*	*,863,*
contig_2510	4992	16	N	N	4	*	*,2510,*
contig_1201	4990	7	N	N	1	*	*,1201,*
contig_2262	4989	8	N	N	1	*	*,2262,*
contig_365	4988	10	N	N	2	*	*,365,*
contig_1368	4985	38	N	N	2	*	*,1368,*
contig_1118	4982	7	N	N	1	*	*,1118,*
contig_1058	4979	7	N	N	1	*	*,1058,*
contig_1979	4979	8	N	N	2	*	*,1979,*
contig_2066	4974	11	N	N	2	*	*,2066,*
contig_709	4969	8	N	N	2	*	*,709,*
contig_663	4968	9	N	N	2	*	*,663,*
contig_1299	4967	7	N	N	1	*	*,1299,*
contig_2238	4963	8	N	N	1	*	*,2238,*
contig_2144	4959	16	N	N	4	*	*,2144,*
contig_1279	4958	32	N	N	2	*	*,1279,*
contig_280	4958	9	N	N	2	*	*,280,*
contig_1993	4946	6	N	N	1	*	*,1993,*
contig_727	4945	8	N	N	1	*	*,727,*
contig_50	4944	29	N	N	1	*	50,802
contig_2227	4943	7	N	N	1	*	*,2227,*
contig_461	4937	15	N	N	2	*	*,461,*
contig_729	4934	5	N	N	1	*	*,729,*
contig_909	4934	12	N	N	2	*	*,909,*
contig_1137	4933	5	N	N	1	*	*,1137,*
contig_68	4932	9	N	N	2	*	*,68,*
contig_854	4932	9	N	N	2	*	*,854,*
contig_2233	4926	9	N	N	2	*	*,2233,*
contig_48	4926	14	N	N	2	*	*,48,*
contig_566	4918	11	N	N	1	*	*,566,*
contig_534	4916	10	N	N	2	*	*,534,*
contig_2589	4914	7	N	N	1	*	*,2589,*
contig_2246	4900	14	N	N	2	*	*,2246,*
contig_1151	4893	13	N	N	2	*	*,1151,*
contig_2008	4891	20	N	N	3	*	*,2008,*
contig_2474	4891	39	N	N	3	*	*,2474,*
contig_2317	4888	34	N	N	2	*	*,2317,*
contig_53	4883	31	N	N	3	*	*,53,*
contig_2161	4882	3	N	N	1	*	*,2161,*
contig_298	4880	6	N	N	1	*	*,298,*
contig_931	4880	13	N	N	1	*	*,931,*
contig_1763	4878	9	N	N	2	*	*,1763,*
contig_197	4878	18	N	N	3	*	*,197,*
contig_505	4870	8	N	N	1	*	*,505,*
contig_244	4865	19	N	N	3	*	*,244,*
contig_1460	4860	5	N	N	1	*	*,1460,*
contig_676	4845	35	N	N	3	*	*,676,*
contig_2574	4842	12	N	N	2	*	*,2574,*
contig_2135	4841	6	N	N	1	*	*,2135,*
contig_36	4841	4	N	N	1	*	*,36,*
contig_722	4840	9	N	N	1	*	*,722,*
contig_1447	4826	21	Y	Y	1	60	1447
contig_1585	4812	8	N	N	2	*	*,1585,*
contig_358	4808	15	N	N	3	*	*,358,*
contig_459	4806	17	N	N	2	*	*,459,*
contig_1092	4805	3	N	N	1	*	*,1092,*
contig_2113	4796	15	N	N	3	*	*,2113,*
contig_1605	4791	3	N	N	1	*	*,1605,*
contig_1960	4791	7	N	N	1	*	*,1960,*
contig_746	4787	6	N	N	1	*	*,746,*
contig_1441	4784	32	N	N	3	*	*,1441,*
contig_514	4781	4	N	N	1	*	*,514,*
contig_1468	4771	7	N	N	1	*	*,1468,*
contig_2015	4763	12	N	N	2	*	*,2015,*
contig_1431	4757	31	N	N	5	*	*,1431,*
contig_1413	4751	5	N	N	1	*	*,1413,*
contig_2137	4750	34	N	N	3	*	*,2137,*
contig_1131	4746	7	N	N	1	*	*,1131,*
contig_327	4744	7	N	N	1	*	*,327,*
contig_1325	4741	11	N	N	2	*	*,1325,*
contig_1571	4738	5	N	N	1	*	*,1571,*
contig_633	4730	6	N	N	1	*	*,633,*
contig_2582	4728	11	N	N	2	*	*,2582,*
contig_1864	4724	13	N	N	2	*	*,1864,*
contig_2244	4721	8	N	N	1	*	*,2244,*
contig_642	4719	5	N	N	1	*	*,642,*
contig_2011	4718	7	N	N	1	*	*,2011,*
contig_888	4718	9	N	N	1	*	*,888,*
contig_1755	4717	7	N	N	1	*	*,1755,*
contig_610	4714	16	N	N	3	*	*,610,*
contig_1189	4711	7	N	N	1	*	*,1189,*
contig_1606	4710	12	N	N	3	*	*,1606,*
contig_1643	4710	5	N	N	1	*	*,1643,*
contig_2178	4708	27	N	N	2	*	*,2178,*
contig_792	4705	5	N	N	1	*	*,792,*
contig_2150	4704	52	N	N	3	*	*,2150,*
contig_329	4696	8	N	N	2	*	*,329,*
contig_1761	4692	7	N	N	1	*	*,1761,*
contig_1478	4685	6	N	N	1	*	*,1478,*
contig_846	4685	8	N	N	2	*	*,846,*
contig_2549	4680	19	N	N	3	*	*,2549,*
contig_388	4679	7	N	N	1	*	*,388,*
contig_2131	4674	15	N	N	3	*	*,2131,*
contig_1594	4672	22	Y	Y	1	64	1594
contig_2259	4665	28	N	N	2	*	*,2259,*
contig_1221	4664	11	N	N	2	*	*,1221,*
contig_637	4660	6	N	N	1	*	*,637,*
contig_187	4659	45	N	N	3	*	*,187,*
contig_2185	4658	49	N	N	2	*	*,2185,*
contig_134	4656	8	N	N	2	*	*,134,*
contig_594	4655	15	N	N	3	*	*,594,*
contig_1682	4652	14	N	N	3	*	*,1682,*
contig_2108	4642	6	N	N	1	*	*,2108,*
contig_864	4641	29	N	N	2	*	*,864,*
contig_1929	4638	57	N	N	3	*	*,1929,*
contig_1939	4638	12	N	N	2	*	*,1939,*
contig_2379	4638	32	N	N	2	*	*,2379,*
contig_1898	4637	8	N	N	1	*	*,1898,*
contig_2177	4636	6	N	N	1	*	*,2177,*
contig_612	4634	11	N	N	1	*	*,612,*
contig_821	4631	44	N	N	4	*	*,821,*
contig_1048	4630	17	N	N	3	*	*,1048,*
contig_600	4630	10	N	N	2	*	*,600,*
contig_2309	4629	6	N	N	1	*	*,2309,*
contig_2322	4628	8	N	N	2	*	*,2322,*
contig_2382	4628	28	N	N	2	*	*,2382,*
contig_106	4625	10	N	N	2	*	*,106,*
contig_441	4616	6	N	N	1	*	*,441,*
contig_1197	4607	17	N	N	3	*	*,1197,*
contig_1265	4607	9	N	N	1	*	*,1265,*
contig_2154	4607	8	N	N	2	*	*,2154,*
contig_347	4605	21	N	N	1	*	347
contig_1417	4602	6	N	N	1	*	*,1417,*
contig_247	4599	8	N	N	2	*	*,247,*
contig_1372	4595	38	N	N	3	*	*,1372,*
contig_1970	4593	5	N	N	1	*	*,1970,*
contig_1303	4589	13	N	N	2	*	*,1303,*
contig_2127	4589	8	N	N	1	*	*,2127,*
contig_1292	4587	9	N	N	2	*	*,1292,*
contig_1750	4584	5	N	N	1	*	*,1750,*
contig_880	4583	6	N	N	1	*	*,880,*
contig_1850	4580	9	N	N	2	*	*,1850,*
contig_2084	4580	8	N	N	2	*	*,2084,*
contig_1395	4577	10	N	N	2	*	*,1395,*
contig_2534	4576	10	N	N	2	*	*,2534,*
contig_592	4570	8	N	N	2	*	*,592,*
contig_1557	4569	10	N	N	2	*	*,1557,*
contig_1799	4569	5	N	N	1	*	*,1799,*
contig_1273	4568	9	N	N	1	*	*,1273,*
contig_1156	4566	16	N	N	2	*	*,1156,*
contig_95	4564	30	N	N	2	*	*,95,*
contig_1937	4557	30	N	N	4	*	*,1937,*
contig_2631	4557	76	Y	Y	2	*	2631
contig_988	4556	8	N	N	1	*	*,988,*
contig_1326	4554	14	N	N	2	*	*,1326,*
contig_2158	4550	14	N	N	2	*	*,2158,*
contig_1037	4546	10	N	N	2	*	*,1037,*
contig_857	4544	9	N	N	1	*	*,857,*
contig_1453	4530	174	N	Y	4	204	*,1453,*
contig_1891	4525	6	N	N	1	*	*,1891,*
contig_2553	4525	10	N	N	2	*	*,2553,*
contig_366	4518	7	N	N	1	*	*,366,*
contig_996	4517	7	N	N	1	*	*,996,*
contig_912	4516	15	N	N	3	*	*,912,*
contig_1332	4515	14	N	N	2	*	*,1332,*
contig_981	4513	10	N	N	1	*	*,981,*
contig_541	4512	6	N	N	1	*	*,541,*
contig_944	4510	37	N	N	3	*	*,944,*
contig_1328	4509	20	N	N	2	*	*,1328,*
contig_1741	4507	4	N	N	1	*	*,1741,*
contig_1611	4506	14	N	N	2	*	*,1611,*
contig_1922	4506	13	N	N	2	*	*,1922,*
contig_872	4506	20	N	N	4	*	*,872,*
contig_1642	4505	8	N	N	2	*	*,1642,*
contig_274	4505	56	N	N	3	*	*,274,*
contig_772	4504	28	N	N	2	*	*,772,*
contig_1655	4503	23	N	N	3	*	*,1655,*
contig_458	4503	7	N	N	1	*	*,458,*
contig_1266	4502	39	N	N	3	*	*,1266,*
contig_838	4499	41	N	N	3	*	*,838,*
contig_523	4498	21	N	N	2	*	*,523,*
contig_1806	4495	12	N	N	2	*	*,1806,*
contig_355	4494	23	N	N	2	*	*,355,*
contig_1363	4490	4	N	N	1	*	*,1363,*
contig_1042	4489	8	N	N	2	*	*,1042,*
contig_2528	4482	10	N	N	2	*	*,2528,*
contig_138	4479	32	N	N	2	*	*,138,*
contig_39	4479	6	N	N	1	*	*,39,*
contig_1409	4477	9	N	N	2	*	*,1409,*
contig_713	4476	7	N	N	1	*	*,713,*
contig_2522	4475	6	N	N	1	*	*,2522,*
contig_1458	4474	8	N	N	2	*	*,1458,*
contig_2160	4471	7	N	N	1	*	*,2160,*
contig_1902	4470	6	N	N	1	*	*,1902,*
contig_1340	4466	9	N	N	2	*	*,1340,*
contig_1192	4464	10	N	N	2	*	*,1192,*
contig_121	4458	313	N	Y	8	*	121
contig_478	4451	8	N	N	2	*	*,478,*
contig_65	4450	6	N	N	1	*	*,65,*
contig_995	4449	9	N	N	1	*	*,995,*
contig_2337	4444	6	N	N	1	*	*,2337,*
contig_2002	4442	7	N	N	1	*	*,2002,*
contig_139	4441	11	N	N	2	*	*,139,*
contig_1254	4439	16	N	N	3	*	*,1254,*
contig_1401	4436	6	N	N	1	*	*,1401,*
