#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_659	4223	21	N	N	1	*	*,659,*
contig_221	4215	8	N	N	2	*	*,221,*
contig_403	4187	9	N	N	1	*	*,403,*
contig_225	4185	7	N	N	1	*	*,225,*
contig_127	4177	11	N	N	1	*	*,127,*
contig_154	4160	7	N	N	1	*	*,154,*
contig_927	4149	318	N	Y	5	*	927
contig_562	4148	14	N	N	2	*	*,562,*
contig_678	4121	20	N	N	1	*	*,678,*
contig_215	4119	19	N	N	3	*	*,215,*
contig_783	4118	7	N	N	1	*	*,783,*
contig_831	4118	16	N	N	2	*	*,831,*
contig_687	4113	21	N	N	1	*	*,687,*
contig_47	4097	70	N	Y	1	*	47
contig_31	4071	8	N	N	1	*	*,31,*
contig_185	4037	566	N	Y	9	*	185
contig_897	4037	9	N	N	1	*	*,897,*
contig_169	4035	13	N	N	2	*	*,169,*
contig_376	4025	10	N	N	2	*	*,376,*
contig_346	4015	26	N	N	2	*	*,346,*
contig_318	3974	11	N	N	1	*	*,318,*
contig_383	3960	10	N	N	2	*	*,383,*
contig_434	3957	13	N	N	2	*	*,434,*
contig_768	3950	40	Y	Y	2	*	768
contig_667	3922	37	N	N	3	*	*,667,*
contig_904	3919	21	N	N	1	*	*,904,*
contig_147	3917	21	N	N	2	*	*,147,*
contig_640	3917	11	N	N	1	*	*,640,*
contig_88	3890	6	N	N	1	*	*,88,*
contig_95	3866	15	N	N	2	*	*,95,*
contig_336	3850	10	N	N	2	*	*,336,*
contig_815	3847	17	N	N	1	*	*,815,*
contig_302	3846	5	N	N	1	*	*,302,*
contig_747	3843	28	N	N	3	*	*,747,*
contig_910	3819	8	N	N	2	*	*,910,*
contig_852	3809	14	N	N	2	*	*,852,*
contig_662	3793	12	N	N	2	*	*,662,*
contig_804	3792	6	N	N	1	*	*,804,*
contig_821	3787	3	N	N	1	*	*,821,*
contig_388	3783	6	N	N	1	*	*,388,*
contig_366	3752	8	N	N	2	*	*,366,*
contig_736	3748	17	N	N	1	*	*,736,*
contig_252	3739	3	N	N	1	*	*,252,*
contig_970	3696	34	N	N	2	*	*,970,*
contig_658	3667	12	N	N	1	*	*,658,*
contig_103	3649	7	N	N	1	*	*,103,*
contig_458	3648	16	N	N	2	*	*,458,*
contig_10	3645	4	N	N	1	*	*,10,*
contig_721	3621	60	N	N	2	*	*,721,*
contig_76	3619	19	N	N	1	*	*,76,*
contig_866	3604	9	N	N	2	*	*,866,*
contig_874	3601	5	N	N	1	*	*,874,*
contig_427	3594	5	N	N	1	*	*,427,*
contig_16	3589	4	N	N	1	*	*,16,*
contig_845	3583	44	N	N	2	*	*,845,*
contig_767	3561	3	N	N	1	*	*,767,*
contig_170	3549	5	N	N	1	*	*,170,*
contig_753	3484	7	N	N	1	*	*,753,*
contig_776	3475	24	N	N	2	*	*,776,*
contig_404	3469	18	N	N	2	*	*,404,*
contig_172	3445	7	N	N	1	*	*,172,*
contig_262	3416	10	N	N	2	*	*,262,*
contig_237	3405	13	N	N	1	*	*,237,*
contig_182	3388	488	N	Y	8	*	182
contig_417	3382	9	N	N	2	*	*,417,*
contig_795	3381	7	N	N	1	*	*,795,*
contig_824	3372	21	N	N	5	*	*,824,*
contig_176	3344	37	N	N	2	*	*,176,*
contig_305	3320	14	N	N	2	*	*,305,*
contig_214	3318	7	N	N	1	*	*,214,*
contig_324	3315	10	N	N	1	*	*,324,*
contig_228	3303	15	N	N	3	*	*,228,*
contig_639	3293	4	N	N	1	*	*,639,*
contig_131	3290	6	N	N	1	*	*,131,*
contig_593	3285	13	N	N	2	*	*,593,*
contig_883	3281	38	N	N	3	*	*,883,*
contig_685	3263	5	N	N	1	*	*,685,*
contig_674	3247	9	N	N	2	*	*,674,*
contig_823	3239	6	N	N	1	*	*,823,*
contig_146	3237	10	N	N	1	*	*,146,*
contig_431	3234	5	N	N	1	*	*,431,*
contig_732	3228	202	Y	Y	3	20	732
contig_607	3222	9	N	N	1	*	*,607,*
contig_884	3217	12	N	N	1	*	*,884,*
contig_104	3215	15	N	N	1	*	*,104,*
contig_636	3205	5	N	N	1	*	*,636,*
contig_38	3202	9	N	N	2	*	*,38,*
contig_830	3192	10	N	N	1	*	*,830,*
contig_822	3169	5	N	N	1	*	*,822,*
contig_479	3168	11	N	N	1	*	*,479,*
contig_812	3168	42	N	N	2	*	*,812,*
contig_813	3159	16	N	N	1	*	*,813,*
contig_462	3158	5	N	N	1	*	*,462,*
contig_330	3146	3	N	N	1	*	*,330,*
contig_271	3144	9	N	N	2	*	*,271,*
contig_847	3144	8	N	N	1	*	*,847,*
contig_764	3141	12	N	N	1	*	*,764,*
contig_166	3131	9	N	N	2	*	*,166,*
contig_423	3129	8	N	N	1	*	*,423,*
contig_337	3124	11	N	N	1	*	*,337,*
contig_433	3124	9	N	N	1	*	*,433,*
contig_877	3123	16	N	N	1	*	*,877,*
contig_342	3099	17	N	N	4	*	*,342,*
contig_285	3096	5	N	N	1	*	*,285,*
contig_202	3073	455	N	Y	7	*	202
contig_151	3069	9	N	N	2	*	*,151,*
contig_480	3066	14	N	N	2	*	*,480,*
contig_542	3057	21	Y	Y	1	22	542
contig_315	3054	21	N	N	1	*	*,315,*
contig_552	3048	13	N	N	2	*	*,552,*
contig_246	3041	9	N	N	2	*	*,246,*
contig_321	3038	10	N	N	1	*	*,321,*
contig_952	3034	28	N	N	2	*	*,952,*
contig_1018	3031	50	Y	Y	2	*	1018
contig_808	3027	3	N	N	1	*	*,808,*
contig_83	3027	50	N	N	2	*	*,83,*
contig_553	3025	4	N	N	1	*	*,553,*
contig_402	3021	23	N	N	2	*	*,402,*
contig_113	3008	4	N	N	1	*	*,113,*
contig_135	3002	16	N	N	1	*	*,135,*
contig_371	2999	9	N	N	1	*	*,371,*
contig_876	2998	4	N	N	1	*	*,876,*
contig_595	2996	14	N	N	1	*	*,595,*
contig_510	2990	6	N	N	1	*	*,510,*
contig_835	2988	8	N	N	1	*	*,835,*
contig_871	2974	11	N	N	2	*	*,871,*
contig_408	2951	9	N	N	1	*	*,408,*
contig_707	2941	24	N	N	2	*	*,707,*
contig_801	2938	9	N	N	1	*	*,801,*
contig_456	2926	12	N	N	2	*	*,456,*
contig_74	2926	7	N	N	1	*	*,74,*
contig_69	2922	8	N	N	1	*	*,69,*
contig_863	2916	6	N	N	1	*	*,863,*
contig_855	2913	37	N	N	2	*	*,855,*
contig_377	2905	8	N	N	2	*	*,377,*
contig_98	2904	11	N	N	1	*	*,98,*
contig_493	2899	7	N	N	1	*	*,493,*
contig_840	2896	32	N	N	1	*	*,840,*
contig_861	2892	10	N	N	2	*	*,861,*
contig_476	2886	10	N	N	2	*	*,476,*
contig_286	2878	13	N	N	1	*	*,286,*
contig_474	2873	7	N	N	1	*	*,474,*
contig_817	2870	6	N	N	1	*	*,817,*
contig_448	2868	9	N	N	1	*	*,448,*
contig_445	2863	6	N	N	1	*	*,445,*
contig_844	2859	6	N	N	1	*	*,844,*
contig_156	2851	12	N	N	3	*	*,156,*
contig_239	2844	7	N	N	1	*	*,239,*
contig_273	2839	6	N	N	1	*	*,273,*
contig_549	2828	14	N	N	1	*	*,549,*
contig_521	2827	6	N	N	1	*	*,521,*
contig_717	2825	17	N	N	2	*	*,717,*
contig_270	2821	11	N	N	1	*	*,270,*
contig_325	2815	11	N	N	2	*	*,325,*
contig_268	2813	31	N	N	3	*	*,268,*
contig_85	2812	9	N	N	2	*	*,85,*
contig_432	2811	12	N	N	2	*	*,432,*
contig_523	2808	8	N	N	1	*	*,523,*
contig_664	2808	5	N	N	1	*	*,664,*
contig_242	2799	26	N	N	2	*	*,242,*
contig_857	2795	19	N	N	2	*	*,857,*
contig_867	2793	10	N	N	1	*	*,867,*
contig_165	2788	7	N	N	1	*	*,165,*
contig_746	2777	5	N	N	1	*	*,746,*
contig_513	2769	12	N	N	2	*	*,513,*
contig_138	2762	13	N	N	1	*	*,138,*
contig_362	2748	20	N	N	2	*	*,362,*
contig_269	2746	41	N	N	2	*	*,269,*
contig_558	2744	11	N	N	1	*	*,558,*
contig_514	2741	23	N	N	4	*	*,514,*
contig_600	2741	7	N	N	1	*	*,600,*
contig_769	2737	4	N	N	1	*	*,769,*
contig_436	2736	17	N	N	2	*	*,436,*
contig_771	2728	10	N	N	2	*	*,771,*
contig_511	2727	7	N	N	1	*	*,511,*
contig_84	2727	3	N	N	1	*	*,84,*
contig_314	2725	5	N	N	1	*	*,314,*
contig_141	2722	12	N	N	2	*	*,141,*
contig_18	2714	8	N	N	2	*	*,18,*
contig_274	2706	5	N	N	1	*	*,274,*
contig_624	2703	11	N	N	2	*	*,624,*
contig_406	2701	7	N	N	1	*	*,406,*
contig_385	2697	5	N	N	1	*	*,385,*
contig_174	2692	8	N	N	2	*	*,174,*
contig_153	2691	8	N	N	1	*	*,153,*
contig_341	2682	6	N	N	1	*	*,341,*
contig_743	2680	7	N	N	1	*	*,743,*
contig_460	2673	7	N	N	1	*	*,460,*
contig_382	2671	15	N	N	2	*	*,382,*
contig_66	2667	12	N	N	3	*	*,66,*
contig_435	2653	5	N	N	1	*	*,435,*
contig_886	2653	21	N	N	1	*	*,886,*
contig_588	2651	13	N	N	1	*	*,588,*
contig_284	2650	5	N	N	1	*	*,284,*
contig_430	2646	11	N	N	1	*	*,430,*
contig_27	2641	45	N	N	1	*	*,27,*
contig_110	2630	12	N	N	2	*	*,110,*
contig_879	2629	10	N	N	2	*	*,879,*
contig_576	2628	12	N	N	2	*	*,576,*
contig_798	2626	42	N	N	2	*	*,798,*
contig_296	2617	7	N	N	1	*	*,296,*
contig_463	2615	8	N	N	1	*	*,463,*
contig_405	2612	10	N	N	2	*	*,405,*
contig_575	2608	12	N	N	3	*	*,575,*
contig_244	2602	7	N	N	1	*	*,244,*
contig_744	2600	18	N	N	1	*	*,744,*
contig_500	2593	12	N	N	3	*	*,500,*
contig_836	2591	36	N	N	2	*	*,836,*
contig_320	2590	12	N	N	2	*	*,320,*
contig_55	2584	20	N	Y	2	*	55
contig_519	2583	11	N	N	2	*	*,519,*
contig_589	2580	43	N	N	2	*	*,589,*
contig_300	2575	16	N	N	2	*	*,300,*
contig_446	2565	13	N	N	3	*	*,446,*
contig_410	2560	5	N	N	1	*	*,410,*
contig_441	2559	5	N	N	1	*	*,441,*
contig_684	2558	28	N	N	2	*	*,684,*
contig_99	2551	17	N	N	1	*	*,99,*
contig_461	2550	4	N	N	1	*	*,461,*
contig_578	2549	7	N	N	1	*	*,578,*
contig_333	2548	14	N	N	3	*	*,333,*
contig_473	2547	4	N	N	1	*	*,473,*
contig_455	2544	12	N	N	3	*	*,455,*
contig_158	2542	9	N	N	1	*	*,158,*
contig_561	2540	12	N	N	2	*	*,561,*
contig_676	2530	8	N	N	2	*	*,676,*
contig_278	2528	8	N	N	2	*	*,278,*
contig_282	2527	12	N	N	2	*	*,282,*
contig_407	2521	7	N	N	1	*	*,407,*
contig_334	2518	12	N	N	1	*	*,334,*
contig_254	2516	7	N	N	1	*	*,254,*
contig_806	2515	7	N	N	1	*	*,806,*
contig_695	2510	7	N	N	1	*	*,695,*
contig_80	2506	15	N	N	2	*	*,80,*
contig_873	2503	13	N	N	1	*	*,873,*
contig_774	2502	20	N	N	1	*	*,774,*
contig_276	2496	7	N	N	1	*	*,276,*
contig_224	2492	27	N	N	2	*	*,224,*
contig_233	2491	8	N	N	1	*	*,233,*
contig_418	2491	8	N	N	2	*	*,418,*
contig_811	2491	8	N	N	1	*	*,811,*
contig_471	2486	10	N	N	1	*	*,471,*
contig_150	2477	11	N	N	2	*	*,150,*
contig_800	2477	6	N	N	1	*	*,800,*
contig_714	2474	34	N	N	8	*	*,714,*
contig_622	2473	22	N	N	2	*	*,622,*
contig_725	2472	13	N	N	1	*	*,725,*
contig_386	2469	4	N	N	1	*	*,386,*
contig_272	2467	37	N	N	3	*	*,272,*
contig_483	2458	15	N	N	2	*	*,483,*
contig_668	2458	5	N	N	1	*	*,668,*
contig_111	2457	12	N	N	2	*	*,111,*
contig_864	2457	6	N	N	1	*	*,864,*
contig_872	2456	12	N	N	2	*	*,872,*
contig_495	2454	20	N	N	2	*	*,495,*
contig_340	2450	17	N	N	3	*	*,340,*
contig_173	2447	26	N	N	2	*	*,173,*
contig_486	2445	12	N	N	2	*	*,486,*
contig_409	2444	7	N	N	1	*	*,409,*
contig_770	2444	42	N	N	2	*	*,770,*
contig_152	2443	8	N	N	2	*	*,152,*
contig_312	2443	6	N	N	1	*	*,312,*
contig_442	2443	5	N	N	1	*	*,442,*
contig_833	2443	11	N	N	1	*	*,833,*
contig_347	2437	10	N	N	2	*	*,347,*
contig_688	2437	13	N	N	3	*	*,688,*
contig_524	2436	14	N	N	1	*	*,524,*
contig_232	2434	9	N	N	2	*	*,232,*
contig_803	2434	12	N	N	3	*	*,803,*
contig_379	2426	11	N	N	1	*	*,379,*
contig_516	2426	9	N	N	1	*	*,516,*
contig_484	2424	8	N	N	2	*	*,484,*
contig_94	2423	14	N	N	2	*	*,94,*
contig_267	2422	9	N	N	1	*	*,267,*
contig_363	2422	6	N	N	1	*	*,363,*
contig_689	2421	10	N	N	2	*	*,689,*
contig_387	2419	13	N	N	3	*	*,387,*
contig_698	2417	15	N	N	1	*	*,698,*
contig_691	2415	19	N	N	1	*	*,691,*
contig_378	2413	5	N	N	1	*	*,378,*
contig_177	2411	12	N	N	1	*	*,177,*
contig_304	2411	62	N	N	7	*	*,304,*
contig_878	2410	11	N	N	2	*	*,878,*
contig_310	2409	16	N	N	2	*	*,310,*
contig_389	2406	7	N	N	1	*	*,389,*
contig_326	2399	8	N	N	2	*	*,326,*
contig_756	2397	19	N	N	3	*	*,756,*
contig_415	2391	20	Y	Y	2	*	415
contig_338	2389	5	N	N	1	*	*,338,*
contig_364	2387	6	N	N	1	*	*,364,*
contig_799	2387	12	N	N	3	*	*,799,*
contig_443	2386	13	N	N	1	*	*,443,*
contig_67	2384	14	N	N	2	*	*,67,*
contig_253	2383	9	N	N	1	*	*,253,*
contig_322	2382	8	N	N	2	*	*,322,*
contig_213	2379	9	N	N	1	*	*,213,*
contig_697	2377	6	N	N	1	*	*,697,*
contig_33	2370	12	N	N	1	*	*,33,*
contig_421	2370	8	N	N	1	*	*,421,*
contig_577	2369	23	N	N	2	*	*,577,*
contig_395	2366	7	N	N	1	*	*,395,*
contig_414	2366	7	N	N	1	*	*,414,*
contig_365	2364	6	N	N	1	*	*,365,*
contig_496	2357	5	N	N	1	*	*,496,*
contig_649	2356	15	N	N	2	*	*,649,*
contig_763	2351	11	N	N	2	*	*,763,*
contig_637	2346	13	N	N	1	*	*,637,*
contig_870	2346	10	N	N	1	*	*,870,*
contig_544	2343	28	N	N	7	*	*,544,*
contig_608	2343	8	N	N	2	*	*,608,*
contig_277	2340	18	N	N	2	*	*,277,*
contig_335	2338	46	N	N	2	*	*,335,*
contig_238	2333	10	N	N	1	*	*,238,*
contig_470	2332	16	N	N	3	*	*,470,*
contig_211	2329	9	N	N	2	*	*,211,*
contig_477	2324	8	N	N	1	*	*,477,*
contig_234	2320	5	N	N	1	*	*,234,*
contig_482	2320	11	N	N	2	*	*,482,*
contig_428	2317	3	N	N	1	*	*,428,*
contig_478	2317	17	N	N	3	*	*,478,*
contig_506	2317	21	N	N	1	*	*,506,*
contig_451	2315	27	N	N	3	*	*,451,*
contig_328	2314	17	N	N	3	*	*,328,*
contig_792	2314	7	N	N	1	*	*,792,*
contig_20	2313	17	N	N	1	*	*,20,*
contig_390	2303	7	N	N	1	*	*,390,*
contig_125	2302	11	N	N	2	*	*,125,*
contig_518	2302	20	N	N	5	*	*,518,*
contig_437	2300	15	N	N	3	*	*,437,*
contig_71	2300	9	N	N	2	*	*,71,*
contig_249	2298	7	N	N	1	*	*,249,*
contig_457	2296	13	N	N	1	*	*,457,*
contig_447	2293	10	N	N	2	*	*,447,*
contig_149	2289	21	N	N	3	*	*,149,*
contig_648	2288	15	N	N	1	*	*,648,*
contig_677	2283	12	N	N	3	*	*,677,*
contig_157	2282	9	N	N	2	*	*,157,*
contig_641	2282	8	N	N	1	*	*,641,*
contig_502	2279	23	N	N	2	*	*,502,*
contig_619	2273	7	N	N	1	*	*,619,*
contig_17	2271	8	N	N	1	*	*,17,*
contig_250	2268	18	N	N	2	*	*,250,*
contig_487	2264	11	N	N	2	*	*,487,*
contig_212	2263	12	N	N	3	*	*,212,*
contig_816	2263	15	N	N	3	*	*,816,*
contig_97	2262	20	N	N	1	*	*,97,*
contig_507	2261	3	N	N	1	*	*,507,*
contig_880	2261	14	N	N	2	*	*,880,*
contig_472	2260	20	N	N	5	*	*,472,*
contig_705	2258	30	N	N	2	*	*,705,*
contig_420	2257	7	N	N	1	*	*,420,*
contig_439	2254	11	N	N	1	*	*,439,*
contig_464	2253	4	N	N	1	*	*,464,*
contig_30	2251	8	N	N	2	*	*,30,*
contig_142	2250	3	N	N	1	*	*,142,*
contig_241	2247	10	N	N	1	*	*,241,*
contig_374	2247	7	N	N	1	*	*,374,*
contig_438	2245	4	N	N	1	*	*,438,*
contig_429	2244	27	N	N	4	*	*,429,*
contig_399	2243	4	N	N	1	*	*,399,*
contig_501	2239	6	N	N	1	*	*,501,*
contig_547	2239	7	N	N	1	*	*,547,*
contig_303	2238	4	N	N	1	*	*,303,*
contig_422	2236	11	N	N	2	*	*,422,*
contig_848	2230	8	N	N	1	*	*,848,*
contig_384	2229	9	N	N	2	*	*,384,*
contig_503	2229	5	N	N	1	*	*,503,*
contig_807	2228	18	N	N	2	*	*,807,*
contig_313	2220	3	N	N	1	*	*,313,*
contig_762	2220	6	N	N	1	*	*,762,*
contig_788	2220	12	N	N	1	*	*,788,*
contig_843	2215	5	N	N	1	*	*,843,*
contig_654	2214	17	N	N	1	*	*,654,*
contig_380	2210	9	N	N	2	*	*,380,*
contig_860	2210	8	N	N	1	*	*,860,*
contig_236	2209	5	N	N	1	*	*,236,*
contig_134	2208	10	N	N	1	*	*,134,*
contig_894	2198	46	N	N	4	*	*,894,*
contig_517	2195	7	N	N	1	*	*,517,*
contig_754	2195	19	N	N	4	*	*,754,*
contig_298	2155	12	N	N	2	*	*,298,*
contig_797	2107	41	N	N	3	*	*,797,*
contig_257	2070	14	N	N	2	*	*,257,*
contig_499	2053	8	N	N	2	*	*,499,*
contig_22	2050	27	N	N	2	*	*,22,*
contig_368	2022	5	N	N	1	*	*,368,*
contig_396	1932	20	N	N	5	*	*,396,*
contig_540	1829	9	N	Y	1	30	*,540,*
contig_672	1825	8	N	N	1	*	*,672,*
contig_369	1751	8	N	N	1	*	*,369,*
contig_21	1675	30	N	N	2	*	*,21,*
contig_375	1613	6	Y	Y	1	*	375
contig_283	1605	9	N	N	1	*	*,283,*
contig_160	1597	12	N	N	1	*	*,160,*
contig_62	1589	11	N	N	1	*	*,62,*
contig_195	1539	428	N	Y	6	*	195
contig_737	1521	12	N	N	2	*	*,737,*
contig_498	1501	5	N	N	1	*	*,498,*
contig_497	1366	5	N	N	1	*	*,497,*
contig_289	1331	10	N	N	1	*	*,289,*
contig_245	1321	63	N	N	2	*	*,245,*
contig_490	1258	20	N	N	2	*	*,490,*
contig_7	1256	20	Y	Y	1	16	7
contig_359	1244	76	N	Y	1	32	*,359,*
contig_122	1123	38	N	N	1	*	*,122,*
contig_360	1121	20	N	Y	1	32	*,360,*
contig_106	1050	21	N	Y	1	26	*,106,*
contig_247	1048	7	N	N	1	*	*,247,*
contig_39	917	41	N	Y	1	*	39
contig_48	841	96	N	Y	1	*	48
contig_107	831	20	N	Y	1	26	*,107,*
contig_42	823	21	N	Y	1	*	42
contig_293	679	20	N	Y	1	28	*,293,*
contig_188	662	276	N	Y	4	*	188
contig_488	613	20	N	Y	1	34	*,488,*
contig_118	586	20	N	Y	1	*	118
contig_119	583	20	N	Y	1	*	119
contig_489	558	20	N	Y	1	34	*,489,*
contig_49	491	19	N	Y	1	*	49
